product_id,product_name,category,subcategory,cost_price
522,Essential T-Shirt 522,Clothing,Men,15492.08
523,Pro Sneakers 523,Clothing,Footwear,4883.29
524,Deluxe Sneakers 524,Clothing,Footwear,16770.06
525,Smart Smartphone 525,Electronics,Mobiles,10895.06
526,Deluxe Storage Box 526,Home,Storage,1358.79
527,Premium Dress 527,Clothing,Women,2945.82
528,Portable Sneakers 528,Clothing,Footwear,10505.7
529,Classic Chair 529,Home,Furniture,2496.7
530,Compact Biography 530,Books,Non-Fiction,1884.57
531,Compact Novel 531,Books,Fiction,11402.02
532,Ultra Textbook 532,Books,Academic,4894.17
533,Pro Wall Art 533,Home,Decor,850.76
534,Ultra Headphone 534,Electronics,Headphones,11491.54
535,Pro Playsuit 535,Clothing,Kids,15110.72
536,Essential Jacket 536,Clothing,Winterwear,2207.53
537,Portable Biography 537,Books,Non-Fiction,11595.93
538,Pro Camera 538,Electronics,Cameras,10884.51
539,Ultra Jacket 539,Clothing,Winterwear,22461.38
540,Premium Novel 540,Books,Fiction,18350.23
541,Essential Camera 541,Electronics,Cameras,20252.43
542,Deluxe Camera 542,Electronics,Cameras,13984.25
543,Pro Camera 543,Electronics,Cameras,6014.61
544,Deluxe Smartphone 544,Electronics,Mobiles,4086.98
545,Portable Guidebook 545,Books,Self-Help,11620.83
546,Ultra Sneakers 546,Clothing,Footwear,9291.99
547,Classic Novel 547,Books,Fiction,17284.23
548,Compact Headphone 548,Electronics,Headphones,17466.47
549,Portable T-Shirt 549,Clothing,Men,18407.23
550,Smart Charger 550,Electronics,Accessories,2818.62
