item_id,order_id,product_id,quantity,unit_price,discount_percent
2037,804,462,3,7851.49,39.5
2038,805,135,4,14820.99,24.1
2039,805,367,3,17008.26,13.2
2040,805,186,1,9252.96,14.1
2041,806,50,4,17092.17,43.7
2042,807,400,2,28812.43,33.6
2043,807,305,3,24089.57,24.8
2044,808,361,4,718.86,5.0
2045,808,298,3,828.28,7.9
2046,809,260,1,2868.14,21.7
2047,809,363,5,25647.59,40.7
2048,809,203,3,14115.17,22.0
2049,810,407,1,21229.18,14.8
2050,810,140,4,23238.16,10.9
2051,811,61,5,15304.61,26.6
2052,811,237,2,13851.88,28.7
2053,811,305,2,12878.65,39.3
2054,812,271,3,18174.46,37.4
2055,812,425,5,10685.77,22.8
2056,812,269,1,5281.69,36.3
2057,812,345,4,21317.95,14.4
2058,813,450,2,25515.19,46.6
2059,813,110,1,4925.9,30.0
2060,814,404,1,13903.92,45.9
2061,814,133,1,23016.72,13.8
2062,815,285,4,10157.06,18.3
2063,816,168,2,15188.77,47.9
2064,817,359,-1,21249.75,40.2
2065,818,39,3,20407.21,16.9
2066,818,489,5,29321.35,47.4
2067,819,431,5,6384.85,35.0
2068,819,503,2,24615.6,49.7
2069,819,494,2,21492.0,26.0
2070,819,280,4,23115.12,28.9
2071,820,353,1,4224.81,0.1
2072,821,170,3,28617.4,34.8
2073,821,70,5,20027.84,19.1
2074,821,264,3,6575.62,24.8
2075,821,199,3,14344.44,5.6
2076,822,365,5,17077.06,9.7
2077,823,228,2,25254.77,23.4
2078,823,32,2,3252.97,6.5
2079,823,371,2,26683.74,13.8
2080,823,53,3,15564.11,2.6
2081,824,465,1,15812.01,20.6
2082,824,383,1,18264.12,23.6
2083,825,29,2,28318.64,6.1
2084,825,490,3,10480.37,12.3
2085,826,424,1,24404.51,40.5
2086,826,39,5,15531.22,23.2
2087,826,135,4,10887.28,39.5
2088,827,203,1,24589.64,27.5
2089,828,445,5,8561.98,3.4
2090,829,13,2,27989.38,2.4
2091,829,174,5,12753.59,32.5
2092,829,287,4,9803.8,34.1
2093,830,6,1,8970.61,41.4
2094,830,347,2,11785.71,31.1
2095,830,100,2,13414.86,25.1
2096,831,107,2,1276.87,39.7
2097,831,128,5,8184.67,33.1
2098,831,295,3,27209.28,7.3
2099,832,396,2,25763.59,45.2
2100,832,268,4,13529.06,48.4
2101,832,199,5,20193.27,34.7
2102,832,303,3,16033.66,22.3
2103,833,89,4,13786.13,7.6
2104,834,297,5,13555.5,30.6
2105,834,94,4,14234.02,3.6
2106,834,517,5,6461.56,42.2
2107,834,459,3,10755.59,33.5
2108,835,265,4,16442.8,13.5
2109,835,253,-1,14525.94,29.5
2110,836,353,5,5435.18,21.6
2111,836,70,5,4272.9,2.5
2112,836,522,2,20080.09,47.4
2113,836,458,2,28920.61,38.8
2114,837,145,4,29707.72,49.5
2115,838,256,-2,13789.26,25.3
2116,838,5,5,3542.65,11.7
2117,839,186,1,17451.98,39.2
2118,839,349,3,27514.51,40.6
2119,839,398,5,1480.71,47.7
2120,840,208,3,2287.93,45.5
2121,841,416,2,17690.37,16.2
2122,841,347,5,8082.33,44.5
2123,842,452,1,15011.72,46.9
2124,842,29,3,23636.67,12.4
2125,842,511,1,23539.63,36.7
2126,842,45,4,29755.81,44.6
2127,843,202,4,7227.01,45.5
2128,843,397,2,26262.09,45.3
2129,843,449,4,24019.72,41.6
2130,844,262,1,15753.34,14.5
2131,844,384,4,9297.42,13.7
2132,844,514,3,26483.12,31.4
2133,845,112,4,6296.47,12.9
2134,845,516,1,19026.49,6.8
2135,845,513,5,26098.62,41.7
2136,846,126,1,527.53,34.9
2137,846,322,2,19888.33,0.3
2138,847,524,4,2225.03,41.5
2139,847,265,1,22049.24,23.2
2140,847,360,4,311.28,15.8
2141,848,87,3,11180.44,32.6
2142,848,102,4,22579.88,20.0
2143,849,486,3,14471.67,19.7
2144,849,444,2,351.78,33.6
2145,849,395,2,17624.85,15.5
2146,850,190,3,17239.47,26.9
2147,850,73,2,17839.21,25.1
2148,850,503,4,10881.73,37.0
2149,851,171,5,10918.28,2.0
2150,851,6,2,17887.86,26.8
2151,852,539,3,1137.56,19.0
2152,852,443,3,12505.08,48.0
2153,853,39,1,7782.6,2.8
2154,853,252,2,29994.76,41.0
2155,854,248,1,27661.23,40.0
2156,854,21,1,12074.46,12.6
2157,855,352,2,20926.23,17.8
2158,855,536,1,10373.72,13.8
2159,855,511,4,28098.44,17.3
2160,856,325,5,26402.88,10.0
2161,856,75,1,19736.25,16.4
2162,857,435,5,21390.24,28.8
2163,857,443,5,13177.16,12.5
2164,857,254,5,27710.37,16.4
2165,857,209,1,20805.77,30.0
2166,858,443,4,28034.72,15.3
2167,859,432,5,8590.32,21.6
2168,859,173,1,14608.87,29.5
2169,859,201,4,16981.22,41.9
2170,859,403,1,2804.63,43.9
2171,860,507,1,20422.29,49.8
2172,860,79,2,25116.86,9.4
2173,861,163,3,19144.56,28.6
2174,861,104,3,21957.19,19.1
2175,861,132,3,12570.47,9.1
2176,861,128,4,10163.79,20.4
2177,862,218,2,8709.67,36.6
2178,862,362,3,7293.41,26.9
2179,863,15,3,9469.74,42.8
2180,863,241,3,2059.82,13.7
2181,863,55,2,26535.95,26.5
2182,864,355,3,533.03,47.7
2183,864,51,2,28255.66,25.8
2184,865,26,-1,2672.57,45.4
2185,865,144,-2,2976.16,27.9
2186,865,272,3,21107.87,12.1
2187,865,277,4,14293.98,32.2
2188,866,447,1,13183.37,22.2
2189,866,364,2,10192.84,15.5
2190,866,352,3,14097.77,4.9
2191,866,264,4,12896.92,17.0
2192,867,223,2,13933.87,2.6
2193,867,131,1,10437.8,46.7
2194,868,213,2,19133.97,28.5
2195,869,162,3,24389.45,23.7
2196,869,484,5,2189.14,6.6
2197,869,339,1,6709.31,45.9
2198,869,517,1,4526.34,22.1
2199,870,372,1,28473.16,40.1
2200,870,323,1,12700.53,33.7
2201,871,35,3,17981.4,2.3
2202,871,401,3,5768.73,12.6
2203,872,402,2,24728.99,37.4
2204,872,274,4,17688.36,12.6
2205,873,8,2,5037.99,44.5
2206,873,58,5,7245.4,7.9
2207,874,520,4,27660.05,16.0
2208,875,109,3,6619.62,0.7
2209,875,58,1,20001.48,10.6
2210,875,224,3,15482.92,43.0
2211,875,193,4,27961.63,44.2
2212,876,413,2,16626.93,15.5
2213,876,379,1,7315.74,13.7
2214,876,424,2,6684.56,35.6
2215,877,363,1,10092.12,37.4
2216,877,424,3,3720.51,15.6
2217,877,542,1,24547.01,25.7
2218,877,292,4,11936.91,33.7
2219,878,370,1,1349.07,46.4
2220,878,419,2,21189.64,22.4
2221,878,336,2,17124.13,19.8
2222,879,529,5,4876.7,48.5
2223,879,263,1,21997.35,16.9
2224,879,144,5,19053.54,42.0
2225,880,465,4,12455.06,13.7
2226,880,134,4,9275.86,2.9
2227,881,48,5,16830.99,6.1
2228,881,80,2,10914.94,37.9
2229,881,226,2,18222.71,8.3
2230,881,499,1,2699.78,49.5
2231,882,404,-2,20338.44,33.4
2232,882,137,2,18143.37,46.1
2233,882,267,2,19811.0,32.8
2234,883,413,4,15222.82,15.5
2235,883,469,4,11380.85,15.4
2236,883,25,4,27885.62,41.0
2237,883,52,5,19050.1,10.5
2238,884,518,3,17420.51,16.7
2239,884,163,2,17168.84,39.6
2240,884,365,5,22548.36,7.3
2241,884,17,2,9889.09,36.7
2242,885,500,3,21563.42,44.1
2243,885,251,5,21376.97,23.7
2244,886,277,2,23450.63,34.0
2245,887,258,1,10667.8,46.9
2246,887,441,4,2699.33,2.4
2247,887,427,5,11936.08,25.1
2248,888,533,3,18161.72,49.2
2249,888,535,2,20437.41,39.8
2250,888,483,5,10870.77,26.0
2251,888,174,3,12570.93,4.3
2252,889,280,2,26077.93,27.2
2253,889,49,1,11911.76,37.1
2254,889,234,4,17609.95,40.2
2255,890,506,5,16575.93,0.1
2256,890,254,2,4882.29,40.0
2257,891,395,5,22955.03,9.0
2258,892,157,1,10977.99,10.8
2259,893,249,2,20398.79,14.6
2260,893,405,-3,5405.25,8.4
2261,894,188,5,17884.65,21.3
2262,895,36,3,18171.42,44.9
2263,895,116,1,19926.29,22.8
2264,896,409,1,19719.13,31.9
2265,896,15,1,28541.4,18.8
2266,896,8,2,24642.78,8.7
2267,897,317,2,23546.32,25.5
2268,897,543,1,11244.27,3.6
2269,897,245,4,9202.9,30.9
2270,898,477,1,26947.49,34.5
2271,899,12,2,27192.8,42.2
2272,899,137,5,7198.72,49.6
2273,899,495,1,25845.32,27.3
2274,899,145,3,18850.27,28.4
2275,900,184,2,3486.35,33.3
2276,901,26,5,26126.0,10.7
2277,902,78,3,5688.38,22.5
2278,902,240,2,19700.66,2.1
2279,902,143,2,3439.92,21.8
2280,903,298,2,5107.21,19.3
2281,903,170,1,22504.07,4.2
2282,903,542,1,3476.9,21.7
2283,904,550,1,10059.47,25.4
2284,904,422,2,13026.08,11.7
2285,904,139,-1,1319.8,28.7
2286,904,8,3,6340.6,42.9
2287,905,13,5,8502.26,3.7
2288,905,370,1,13476.03,39.8
2289,905,203,-2,15103.84,8.2
2290,906,423,4,15175.81,21.8
2291,906,502,1,22041.71,28.0
2292,906,458,1,19547.31,19.6
2293,907,42,3,21564.8,0.4
2294,907,348,2,13311.79,22.7
2295,907,523,4,7347.0,36.3
2296,908,27,5,27242.47,6.5
2297,908,121,1,22567.05,3.2
2298,909,262,2,25509.97,26.7
2299,909,29,5,17936.48,18.2
2300,910,311,1,2077.68,23.5
2301,910,43,3,25690.24,23.7
2302,911,91,4,8218.34,17.6
2303,912,447,1,4989.48,47.8
2304,912,523,1,13490.15,33.0
2305,912,416,-3,9003.1,34.2
2306,912,200,5,29481.63,26.1
2307,913,128,3,24646.29,16.8
2308,914,512,1,17575.7,16.9
2309,914,412,4,22160.03,4.8
2310,914,476,2,23725.43,22.5
2311,914,450,1,27966.38,24.2
2312,915,42,3,21148.66,17.5
2313,915,133,4,15193.57,8.1
2314,915,157,2,9745.6,9.5
2315,915,211,5,27530.44,31.8
2316,916,545,5,14281.61,11.8
2317,916,275,4,5322.08,22.9
2318,917,195,3,21047.56,44.6
2319,917,221,2,21030.83,12.7
2320,918,516,2,21444.64,40.0
2321,918,411,4,8656.84,14.3
2322,919,466,2,9640.94,37.9
2323,919,255,3,4013.04,12.0
2324,920,427,4,5064.05,48.6
2325,921,255,1,28178.39,31.5
2326,921,342,1,12389.24,9.7
2327,921,232,1,3589.06,34.6
2328,921,241,3,12010.89,9.8
2329,922,182,5,16742.48,9.1
2330,922,426,3,13835.17,14.2
2331,922,217,3,23996.46,5.9
2332,923,209,1,2417.14,23.4
2333,923,278,5,8022.8,49.6
2334,923,298,3,5084.35,40.6
2335,924,184,1,26987.02,3.7
2336,924,308,1,29363.2,20.4
2337,924,388,5,5291.76,12.6
2338,925,296,4,21880.35,16.2
2339,925,183,5,18587.8,44.1
2340,925,514,5,24378.27,18.0
2341,925,453,1,13995.06,40.5
2342,926,378,3,14455.2,28.4
2343,926,78,2,1556.63,47.9
2344,926,542,5,5228.34,16.2
2345,927,79,1,4295.39,20.2
2346,927,27,2,22309.31,26.8
2347,928,173,1,27635.39,31.6
2348,928,316,-2,22117.8,29.5
2349,928,211,1,11390.83,43.2
2350,928,49,2,22523.55,45.7
2351,929,151,1,15614.29,24.6
2352,930,396,4,2418.04,38.6
2353,931,86,2,9620.79,6.9
2354,931,359,1,12517.92,0.1
2355,931,10,1,5698.67,49.1
2356,931,105,5,16279.89,39.5
2357,932,137,1,16670.11,44.4
2358,932,116,5,16485.08,7.1
2359,933,474,4,18574.81,40.7
2360,934,518,1,8648.94,13.9
2361,934,268,3,11828.47,32.1
2362,934,168,4,5170.44,35.3
2363,934,34,4,2125.12,49.0
2364,935,174,5,8270.49,48.8
2365,935,532,4,6478.87,37.7
2366,935,330,5,15164.91,29.7
2367,936,349,4,17285.97,33.0
2368,937,400,4,9425.3,31.3
2369,937,455,5,6630.7,13.6
2370,938,325,-2,24537.51,11.5
2371,939,243,4,22288.03,43.7
2372,940,420,5,12632.4,17.9
2373,940,393,4,611.02,24.3
2374,940,436,2,2703.47,4.4
2375,941,133,4,9392.96,32.8
2376,941,399,5,797.85,39.3
2377,941,170,3,17514.59,3.0
2378,942,240,3,4808.58,13.8
2379,942,330,4,22937.17,47.3
2380,942,416,4,21709.8,20.9
2381,943,331,3,16847.91,37.5
2382,943,470,2,9974.71,8.5
2383,943,229,5,24900.55,21.0
2384,944,85,3,23208.46,42.6
2385,945,180,2,23617.49,19.9
2386,945,281,5,28511.24,28.2
2387,945,439,1,24615.99,33.2
2388,945,336,1,13185.93,2.9
2389,946,92,3,4390.71,28.2
2390,946,351,3,6719.15,34.7
2391,946,85,2,20303.88,30.4
2392,947,385,4,2202.66,6.5
2393,947,254,2,750.79,3.0
2394,947,342,1,11996.38,12.3
2395,947,165,4,2379.26,26.4
2396,948,539,2,19556.14,45.1
2397,948,508,2,19804.45,34.6
2398,948,194,1,21385.76,30.6
2399,948,460,4,1543.26,12.3
2400,949,63,3,8513.0,26.5
2401,949,517,4,19615.48,43.3
2402,950,186,5,27549.11,4.4
2403,951,50,4,14617.13,48.8
2404,951,163,4,28192.32,39.2
2405,951,69,4,10327.84,47.7
2406,951,33,3,10522.96,16.5
2407,952,214,5,3413.72,16.5
2408,953,207,1,4277.33,31.2
2409,953,367,3,6242.16,41.1
2410,953,114,2,5845.01,12.5
2411,954,211,1,9408.65,32.7
2412,955,345,-2,7586.93,21.6
2413,955,30,4,524.75,22.0
2414,955,476,3,19004.04,6.2
2415,956,314,1,27983.11,45.2
2416,956,520,3,16918.36,12.2
2417,956,489,2,13649.66,43.9
2418,957,256,5,9883.03,23.9
2419,957,56,2,20034.22,7.9
2420,957,179,3,15266.69,10.3
2421,957,289,1,4908.16,27.3
2422,958,544,3,28555.79,19.2
2423,958,87,5,17513.08,37.5
2424,958,308,3,9475.66,40.8
2425,959,306,2,7223.87,29.2
2426,959,443,1,29059.19,8.5
2427,959,258,5,11332.86,26.9
2428,960,262,5,17678.88,38.1
2429,960,506,3,22958.51,6.2
2430,960,10,4,13597.66,2.2
2431,961,434,3,27120.56,37.1
2432,961,502,1,1813.14,34.6
2433,962,473,1,24876.8,24.8
2434,963,434,1,6724.65,14.9
2435,963,44,5,18580.68,40.1
2436,963,255,4,26568.75,17.5
2437,964,182,2,21554.98,35.6
2438,964,500,2,26089.2,38.0
2439,964,354,4,20649.25,25.1
2440,965,364,4,27227.36,19.6
2441,966,356,4,3383.37,16.3
2442,967,427,5,26755.45,49.0
2443,967,83,4,28033.24,11.9
2444,967,432,1,10314.89,44.1
2445,967,425,4,3585.36,45.3
2446,968,213,2,5702.23,13.0
2447,968,343,1,15371.72,18.7
2448,969,69,4,27115.87,22.6
2449,969,132,3,16785.49,38.0
2450,969,84,5,14633.91,15.2
2451,969,149,5,18861.44,49.5
2452,970,88,1,10490.38,24.7
2453,970,436,2,11721.57,43.8
2454,971,185,1,12716.49,6.7
2455,971,356,-1,4110.88,14.1
2456,972,114,2,29193.5,37.7
2457,973,515,2,14054.06,34.1
2458,974,537,3,6864.04,19.4
2459,975,154,3,12573.64,10.3
2460,975,178,4,13697.74,19.6
2461,975,198,2,23013.9,26.0
2462,975,13,1,23997.85,44.0
2463,976,223,2,14116.33,0.9
2464,977,316,4,9207.72,34.7
2465,977,537,3,3907.01,36.2
2466,978,424,2,484.71,12.1
2467,978,83,1,20633.3,21.5
2468,978,119,5,9952.5,33.3
2469,979,143,1,21334.11,4.7
2470,979,69,5,22887.05,23.3
2471,979,343,1,24305.22,10.5
2472,979,205,4,11857.99,19.6
2473,980,492,2,4835.13,47.6
2474,980,180,5,8468.44,0.5
2475,980,520,4,18372.2,35.9
2476,981,32,3,19024.96,9.9
2477,981,231,2,4743.48,12.5
2478,981,503,4,28590.34,16.5
2479,982,101,4,15089.62,27.8
2480,982,351,1,3861.47,42.9
2481,982,49,2,8592.76,42.7
2482,982,256,5,18148.61,25.0
2483,983,518,2,27288.76,45.3
2484,983,244,1,8368.46,23.3
2485,984,424,1,12305.47,17.6
2486,984,275,3,4216.22,45.1
2487,984,92,2,21123.84,40.2
2488,984,252,5,19699.81,32.8
2489,985,135,5,25689.97,29.0
2490,986,195,4,25916.89,3.8
2491,986,263,5,16128.07,21.8
2492,986,328,1,23330.62,47.8
2493,987,93,5,10465.7,20.0
2494,988,528,3,28782.29,37.8
2495,988,193,4,24231.29,46.2
2496,988,146,3,2700.11,31.9
2497,988,214,4,3271.67,38.8
2498,989,420,4,16093.75,49.8
2499,989,36,1,20101.34,1.5
2500,990,220,2,441.06,45.6
2501,990,103,4,25587.57,21.4
2502,991,454,2,19441.36,11.2
2503,991,168,5,6791.28,44.8
2504,992,431,1,17421.23,34.8
2505,992,495,3,14762.47,14.4
2506,992,1,2,17709.7,24.5
2507,993,326,4,6116.68,12.2
2508,994,258,5,19648.69,24.8
2509,994,6,1,22676.09,25.9
2510,994,350,5,3822.91,42.5
2511,994,278,1,4184.29,29.5
2512,995,433,3,29534.72,38.9
2513,995,430,1,16950.16,25.8
2514,996,15,3,18291.05,23.3
2515,996,93,1,864.7,45.8
2516,996,301,1,13577.27,26.0
2517,997,264,2,18961.04,36.4
2518,997,402,4,22621.8,11.6
2519,997,452,1,16678.72,13.8
2520,998,110,5,11401.1,3.4
2521,998,544,1,6113.72,0.7
2522,999,129,1,3196.58,48.3
2523,999,260,1,5969.94,17.7
2524,999,180,1,17376.92,8.3
2525,1000,65,5,18783.18,41.0
2526,1000,186,2,22833.95,7.0
2527,1000,322,4,20413.5,49.4
2528,1001,441,5,17359.43,16.0
2529,1001,38,1,26837.89,39.1
2530,1001,397,1,19465.2,28.2
2531,1001,170,4,16548.39,26.7
2532,1002,298,5,5976.93,11.9
2533,1002,200,5,19968.83,31.7
2534,1002,22,4,21198.75,9.0
2535,1003,249,3,28008.8,28.0
2536,1003,523,1,6751.61,41.2
2537,1003,171,4,15329.71,2.8
2538,1003,5,4,12239.15,22.6
2539,1004,140,5,16624.89,6.7
2540,1005,234,2,15966.92,49.1
2541,1006,328,5,22596.81,9.3
2542,1006,449,1,6355.5,0.6
2543,1006,277,5,14517.02,29.7
2544,1006,35,3,22812.72,23.6
2545,1007,388,4,2017.92,46.2
2546,1007,332,4,14351.08,12.9
2547,1008,98,3,22988.97,17.8
2548,1008,317,3,20369.89,47.5
2549,1008,324,2,29494.64,16.2
2550,1009,50,1,24586.14,15.7
2551,1009,116,2,23641.66,27.2
2552,1009,534,3,13852.42,14.3
2553,1009,375,1,19505.38,3.0
2554,1010,545,1,25798.48,11.2
2555,1010,10,1,5406.58,24.2
2556,1010,208,4,1643.46,46.1
2557,1010,517,3,11366.99,34.4
2558,1011,155,3,4238.36,38.5
2559,1011,251,3,2406.2,43.2
2560,1012,482,5,16363.09,41.2
2561,1012,544,2,28849.28,49.8
2562,1012,137,2,13973.22,18.9
2563,1013,165,3,14493.91,36.2
2564,1013,524,2,19014.6,1.2
2565,1013,387,3,19578.43,14.0
2566,1013,474,4,22587.77,34.8
2567,1014,540,2,5447.71,28.6
2568,1014,99,2,28001.46,35.1
2569,1014,194,1,26024.51,38.2
2570,1014,126,2,10520.68,34.3
2571,1015,98,3,8418.32,42.2
2572,1015,514,3,16209.29,26.5
2573,1015,370,2,2657.59,38.3
2574,1016,238,2,936.9,45.2
2575,1017,518,2,9858.87,15.1
2576,1017,155,3,29517.23,29.0
2577,1018,369,5,17567.98,21.8
2578,1018,454,2,4518.0,37.0
2579,1018,103,5,12593.01,42.5
2580,1018,437,5,9480.49,14.6
2581,1019,306,5,24737.77,47.2
2582,1019,449,1,17340.93,42.6
2583,1020,182,2,11848.66,3.9
2584,1020,534,1,25572.71,14.7
2585,1020,297,4,4815.15,19.7
2586,1020,405,5,23107.68,11.8
2587,1021,415,5,24778.6,14.2
2588,1021,320,4,8510.5,4.0
2589,1022,444,2,7698.4,32.6
2590,1023,36,1,21428.56,34.5
2591,1023,235,2,23081.24,21.6
2592,1024,537,3,9250.21,14.5
2593,1024,281,-3,10005.59,30.8
2594,1025,156,1,19052.26,25.6
2595,1025,167,1,1187.91,36.6
2596,1025,361,1,22219.21,39.5
2597,1025,78,4,26741.2,14.8
2598,1026,107,5,19837.66,10.0
2599,1027,389,2,27055.59,13.9
2600,1028,427,4,16416.1,14.4
2601,1029,227,2,27344.14,13.7
2602,1029,152,5,17209.84,17.3
2603,1029,78,1,13881.36,40.0
2604,1029,441,1,20641.8,37.8
2605,1030,25,1,29715.04,31.9
2606,1030,173,4,13068.26,4.7
2607,1030,250,2,27909.74,32.9
2608,1031,512,3,13706.94,38.0
2609,1032,262,5,20880.51,14.6
2610,1032,68,2,4782.76,41.0
2611,1032,175,5,2259.53,39.3
2612,1033,49,3,4246.88,42.2
2613,1033,522,5,207.2,48.6
2614,1034,428,1,25546.02,38.0
2615,1034,441,2,29606.87,6.8
2616,1035,238,3,7234.43,12.4
2617,1036,375,2,14641.68,30.0
2618,1036,47,2,16878.5,25.3
2619,1037,303,4,10707.92,10.5
2620,1037,49,3,4715.36,36.6
2621,1037,238,5,672.82,11.2
2622,1038,536,3,24651.82,14.4
2623,1039,252,1,10047.73,2.9
2624,1039,132,5,25662.73,33.0
2625,1039,48,1,25104.41,5.9
2626,1039,528,2,14052.07,8.5
2627,1040,54,3,7788.95,28.6
2628,1041,110,4,28195.69,42.7
2629,1041,74,-1,21329.75,17.8
2630,1042,543,4,22653.93,23.9
2631,1042,406,5,11412.98,18.9
2632,1042,338,-1,6651.75,18.9
2633,1043,300,4,7973.16,7.4
2634,1044,2,5,17866.94,25.1
2635,1045,365,5,18791.98,0.2
2636,1045,136,2,23234.07,5.8
2637,1046,141,3,14546.22,22.1
2638,1047,441,5,28066.11,10.9
2639,1047,429,4,5969.33,23.5
2640,1048,471,3,25043.4,27.7
2641,1049,347,3,4786.29,41.5
2642,1049,250,2,22700.39,11.0
2643,1050,367,2,22240.87,44.1
2644,1050,247,5,19638.56,49.1
2645,1051,186,3,21174.0,1.5
2646,1051,480,5,24309.43,24.4
2647,1052,467,2,20191.67,32.7
2648,1052,337,1,8336.24,29.4
2649,1052,279,5,29489.62,22.9
2650,1053,318,4,29302.21,16.8
2651,1054,462,1,19933.37,38.7
2652,1054,239,3,14157.25,45.4
2653,1054,395,5,2987.47,2.6
2654,1054,97,1,8870.8,5.5
2655,1055,322,2,24172.99,44.9
2656,1055,440,5,13743.83,22.7
2657,1055,285,4,28591.34,28.8
2658,1055,220,3,15238.39,9.1
2659,1056,254,5,25784.45,22.0
2660,1056,316,4,13532.69,45.6
2661,1056,72,4,9897.98,23.9
2662,1056,122,1,16641.49,7.2
2663,1057,171,5,18751.4,42.4
2664,1058,169,4,872.41,26.5
2665,1058,265,3,20353.88,28.0
2666,1058,66,3,5879.7,35.7
2667,1059,285,4,6175.73,26.5
2668,1060,414,1,13112.69,31.1
2669,1060,506,5,21328.59,42.4
2670,1060,23,3,167.77,3.0
2671,1061,38,2,7229.41,43.1
2672,1061,456,4,9439.22,38.8
2673,1061,379,5,14639.39,29.2
2674,1062,181,3,22499.83,15.3
2675,1062,516,2,22304.96,12.9
2676,1063,153,4,12295.18,41.2
2677,1063,384,3,13416.13,47.0
2678,1063,118,4,25105.83,35.1
2679,1063,492,2,28647.01,24.2
2680,1064,62,3,5706.68,29.3
2681,1065,364,4,13841.76,27.9
2682,1065,57,4,160.47,31.8
2683,1066,297,2,10570.81,47.7
2684,1066,230,3,3715.43,45.0
2685,1066,21,4,25417.0,23.2
2686,1066,264,1,13190.77,49.5
2687,1067,480,3,377.19,43.7
2688,1067,106,2,29987.47,22.9
2689,1067,450,5,27511.55,34.4
2690,1067,441,5,18909.33,24.4
2691,1068,473,4,1135.9,36.9
2692,1068,408,1,11948.38,49.2
2693,1068,139,1,9625.16,15.4
2694,1068,172,4,3870.71,20.9
2695,1069,394,1,20493.39,21.8
2696,1069,479,-3,27250.62,16.0
2697,1069,525,3,1081.15,40.7
2698,1070,67,4,6870.41,43.3
2699,1070,244,1,24484.56,35.6
2700,1070,264,4,12237.75,16.1
2701,1070,31,3,7105.92,31.7
2702,1071,161,3,6715.51,11.2
2703,1071,117,5,22387.88,45.7
2704,1071,422,1,11034.22,44.5
2705,1072,532,4,6808.11,5.8
2706,1072,33,4,25732.0,37.9
2707,1073,304,1,9527.56,1.5
2708,1073,366,-3,10498.64,18.3
2709,1073,341,3,28924.19,7.8
2710,1073,382,1,16907.66,26.6
2711,1074,297,3,27858.75,29.3
2712,1074,95,5,17720.87,32.8
2713,1074,130,3,16883.36,29.8
2714,1075,253,2,10108.31,17.3
2715,1075,322,4,24030.12,47.6
2716,1075,442,4,20874.14,18.2
2717,1075,26,2,14291.2,26.0
2718,1076,224,2,8086.83,43.4
2719,1076,69,3,15945.82,1.0
2720,1076,177,4,12751.0,8.0
2721,1077,276,4,8389.23,18.8
2722,1077,427,4,23123.64,12.4
2723,1078,131,4,1269.87,33.8
2724,1078,268,1,3305.61,26.4
2725,1079,172,4,2261.82,27.9
2726,1080,45,3,16658.72,38.2
2727,1080,258,1,24303.97,44.7
2728,1080,253,4,22646.87,30.1
2729,1081,15,1,9776.55,27.1
2730,1082,338,5,1349.84,6.0
2731,1083,198,1,10263.5,1.7
2732,1084,50,2,10304.1,32.1
2733,1085,39,1,12386.87,20.7
2734,1085,189,1,26702.28,48.0
2735,1085,109,3,27180.96,48.1
2736,1085,242,3,4411.18,5.7
2737,1086,537,1,13765.41,40.4
2738,1086,195,5,23524.3,13.2
2739,1086,407,3,18004.67,42.4
2740,1087,5,3,22378.1,18.5
2741,1087,153,3,14913.54,45.1
2742,1087,1,4,11783.22,24.5
2743,1087,251,5,18988.38,10.6
2744,1088,354,5,17137.31,37.7
2745,1088,59,1,11998.27,17.6
2746,1088,311,2,26281.58,35.3
2747,1089,195,1,14205.73,7.4
2748,1089,134,5,27532.03,19.3
2749,1089,131,2,12455.3,44.6
2750,1090,372,4,3645.24,37.3
2751,1090,502,5,6082.32,12.3
2752,1090,258,1,15590.54,18.4
2753,1091,145,5,16417.2,25.5
2754,1091,486,1,13057.78,19.2
2755,1091,528,2,5415.62,33.2
2756,1092,146,4,16212.29,4.1
2757,1092,470,3,6997.81,12.7
2758,1092,447,5,22211.95,35.2
2759,1092,168,3,19079.94,23.5
2760,1093,165,2,26831.11,0.9
2761,1094,510,3,10949.35,45.7
2762,1094,83,4,19850.15,28.6
2763,1094,28,2,23330.66,33.3
2764,1094,431,3,20925.87,31.1
2765,1095,223,2,22105.08,6.2
2766,1096,438,4,28795.09,12.9
2767,1096,480,2,22559.56,35.6
2768,1096,52,1,8928.74,27.6
2769,1096,435,2,22276.21,42.3
2770,1097,404,5,13464.27,35.6
2771,1097,19,3,19366.07,9.4
2772,1098,146,2,28241.16,6.5
2773,1098,137,3,26563.67,24.6
2774,1098,333,2,13734.04,12.6
2775,1099,348,5,15813.65,17.2
2776,1099,50,3,15837.32,21.6
2777,1099,169,4,5769.17,11.5
2778,1099,110,5,14726.67,41.6
2779,1100,181,5,23178.56,12.3
2780,1100,17,5,9401.09,37.6
2781,1100,293,4,17329.23,47.6
2782,1101,182,2,19391.9,2.7
2783,1101,539,3,9383.55,4.1
2784,1102,486,5,19968.74,3.4
2785,1102,297,5,15551.74,21.7
2786,1102,422,1,26205.95,43.5
2787,1102,456,3,23430.01,16.4
2788,1103,67,3,22474.84,8.6
2789,1103,118,3,28840.87,2.6
2790,1104,472,4,4215.42,33.7
2791,1104,219,5,11434.28,41.5
2792,1104,507,5,28315.29,43.9
2793,1105,88,-3,21571.16,6.2
2794,1105,491,1,22296.41,8.9
2795,1105,158,4,17924.9,19.8
2796,1105,139,3,14704.44,29.3
2797,1106,260,1,16995.37,19.9
