row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
925,CA-2016-149797,9/15/2016,9/20/2016,"Standard Class",AH-10075,OFF-BI-10003650,841.57,2,0.20,294.55
927,CA-2014-132962,9/13/2014,9/16/2014,"First Class",JM-15535,TEC-AC-10004353,252.00,5,0.20,53.55
937,CA-2016-140081,6/20/2016,6/24/2016,"Standard Class",CG-12040,OFF-AP-10001058,447.70,2,0.20,33.58
943,CA-2016-142958,12/13/2016,12/20/2016,"Standard Class",RW-19630,FUR-TA-10000577,1114.27,4,0.20,41.79
945,CA-2015-120880,5/29/2015,6/3/2015,"Standard Class",JL-15850,OFF-ST-10001496,540.57,3,0.00,140.55
947,US-2015-140200,7/26/2015,7/28/2015,"First Class",CA-12775,FUR-TA-10002356,393.17,3,0.50,-204.45
948,US-2017-110576,11/28/2017,12/2/2017,"Standard Class",RB-19795,FUR-FU-10003601,516.49,7,0.20,-12.91
949,US-2017-110576,11/28/2017,12/2/2017,"Standard Class",RB-19795,FUR-FU-10000576,1007.23,6,0.20,75.54
950,US-2017-110576,11/28/2017,12/2/2017,"Standard Class",RB-19795,FUR-TA-10004154,2065.32,12,0.40,-619.60
961,CA-2017-152142,11/14/2017,11/19/2017,"Standard Class",LW-16990,FUR-CH-10002965,321.57,2,0.20,28.14
970,CA-2017-135279,4/9/2017,4/11/2017,"First Class",BS-11800,OFF-ST-10001097,501.81,3,0.00,0.00
978,CA-2017-159366,1/7/2017,1/10/2017,"First Class",BW-11110,TEC-MA-10000822,3059.98,2,0.10,680.00
981,CA-2016-144939,10/3/2016,10/8/2016,"Standard Class",EB-13870,FUR-CH-10003199,599.29,6,0.10,93.22
983,CA-2014-163419,11/11/2014,11/14/2014,"Second Class",TZ-21580,TEC-PH-10000560,559.98,2,0.20,56.00
984,CA-2014-163419,11/11/2014,11/14/2014,"Second Class",TZ-21580,FUR-CH-10000665,603.92,5,0.20,75.49
987,CA-2017-100314,9/29/2017,10/5/2017,"Standard Class",AS-10630,TEC-MA-10003066,336.51,3,0.40,44.87
989,CA-2017-167899,5/21/2017,5/26/2017,"Standard Class",JG-15805,FUR-FU-10004071,520.05,5,0.00,72.81
991,CA-2015-153549,3/29/2015,3/31/2015,"Second Class",SL-20155,FUR-CH-10004086,1166.92,5,0.20,131.28
995,CA-2014-117639,5/21/2014,5/25/2014,"Standard Class",MW-18235,OFF-BI-10003925,2715.93,7,0.00,1276.49
996,CA-2014-117639,5/21/2014,5/25/2014,"Standard Class",MW-18235,TEC-PH-10001530,617.97,3,0.00,173.03
1002,CA-2015-124891,7/31/2015,7/31/2015,"Same Day",RH-19495,TEC-AC-10003033,2309.65,7,0.00,762.18
1003,CA-2015-124891,7/31/2015,7/31/2015,"Same Day",RH-19495,FUR-TA-10002903,1090.78,7,0.40,-290.88
1005,CA-2015-126445,8/27/2015,8/31/2015,"Standard Class",RA-19945,OFF-ST-10000046,484.65,3,0.00,92.08
1014,US-2015-126214,12/21/2015,12/24/2015,"Second Class",JS-15880,FUR-TA-10003748,1618.37,13,0.00,356.04
1020,CA-2015-108665,7/6/2015,7/10/2015,"Standard Class",KM-16225,OFF-ST-10001526,601.65,5,0.00,156.43
1022,CA-2015-124450,4/27/2015,5/3/2015,"Standard Class",GT-14710,FUR-CH-10000309,1267.53,3,0.00,316.88
1023,CA-2015-124450,4/27/2015,5/3/2015,"Standard Class",GT-14710,TEC-MA-10004212,1379.92,8,0.00,648.56
1031,CA-2014-163552,7/11/2014,7/15/2014,"Standard Class",LA-16780,FUR-CH-10003379,854.94,3,0.00,213.74
1041,CA-2016-127670,3/20/2016,3/24/2016,"Standard Class",RD-19660,FUR-TA-10001095,697.16,4,0.00,146.40
1043,CA-2016-102981,9/6/2016,9/9/2016,"Second Class",MO-17500,FUR-BO-10001811,722.35,3,0.20,90.29
1046,CA-2017-152702,10/12/2017,10/16/2017,"Standard Class",SN-20710,FUR-CH-10002304,254.60,14,0.30,-18.19
1047,CA-2016-169103,3/8/2016,3/13/2016,"Standard Class",ZC-21910,TEC-PH-10001530,1363.96,5,0.20,85.25
1049,CA-2014-139192,5/27/2014,6/1/2014,"Second Class",LC-16885,TEC-PH-10000486,1113.50,12,0.20,125.27
1053,US-2015-153500,7/3/2015,7/5/2015,"First Class",DG-13300,FUR-FU-10004460,282.89,9,0.20,56.58
1082,CA-2015-110016,11/29/2015,12/4/2015,"Standard Class",BT-11395,FUR-CH-10002880,1106.91,9,0.00,121.76
1083,US-2016-143819,3/1/2016,3/5/2016,"Standard Class",KD-16270,FUR-TA-10001095,836.59,8,0.40,-264.92
1085,US-2016-143819,3/1/2016,3/5/2016,"Standard Class",KD-16270,OFF-ST-10003208,362.92,2,0.00,105.25
1086,US-2016-143819,3/1/2016,3/5/2016,"Standard Class",KD-16270,TEC-MA-10003979,4899.93,7,0.00,2400.97
1095,CA-2015-165085,12/27/2015,12/31/2015,"Standard Class",BT-11485,OFF-AP-10002518,355.96,2,0.00,103.23
1096,CA-2017-160423,1/21/2017,1/26/2017,"Standard Class",PS-19045,OFF-ST-10004340,348.21,7,0.20,30.47
1098,CA-2014-159338,6/25/2014,6/28/2014,"First Class",NS-18640,FUR-TA-10004147,447.84,5,0.20,11.20
1118,CA-2015-142755,9/4/2015,9/8/2015,"Standard Class",CS-12355,OFF-PA-10001970,279.90,5,0.00,137.15
1119,CA-2015-142755,9/4/2015,9/8/2015,"Standard Class",CS-12355,TEC-AC-10002049,619.95,5,0.00,111.59
1122,US-2014-147627,1/20/2014,1/26/2014,"Standard Class",HL-15040,TEC-PH-10001061,699.93,7,0.00,181.98
1127,US-2014-147627,1/20/2014,1/26/2014,"Standard Class",HL-15040,FUR-CH-10002331,1067.94,3,0.00,224.27
1130,CA-2016-112102,4/12/2016,4/16/2016,"Standard Class",BD-11605,FUR-TA-10004086,343.92,4,0.00,75.66
1137,CA-2016-152170,11/12/2016,11/15/2016,"Second Class",FH-14275,OFF-EN-10002831,287.52,8,0.00,129.38
1145,CA-2014-146969,9/29/2014,10/3/2014,"Standard Class",AP-10915,TEC-MA-10004241,686.32,2,0.20,223.05
1147,CA-2015-112452,4/4/2015,4/4/2015,"Same Day",NC-18340,OFF-AP-10003849,644.08,2,0.10,107.35
1151,CA-2015-112452,4/4/2015,4/4/2015,"Same Day",NC-18340,TEC-CO-10004202,599.98,2,0.00,209.99
1156,CA-2014-136567,12/20/2014,12/21/2014,"First Class",PS-19045,FUR-TA-10001932,2244.48,7,0.00,493.79
1158,CA-2014-136567,12/20/2014,12/21/2014,"First Class",PS-19045,FUR-TA-10000617,455.10,2,0.00,100.12
1160,CA-2017-147039,6/29/2017,7/4/2017,"Standard Class",AA-10315,OFF-AP-10000576,362.94,3,0.00,90.74
1167,CA-2015-125416,11/2/2015,11/2/2015,"Same Day",KC-16540,TEC-AC-10001552,447.93,9,0.00,49.27
1169,CA-2017-145226,12/8/2017,12/10/2017,"Second Class",DL-13315,OFF-ST-10004123,272.94,3,0.00,0.00
1180,CA-2016-168081,4/24/2016,4/27/2016,"Second Class",CA-12055,TEC-AC-10003174,258.70,3,0.20,64.67
1181,CA-2014-128146,6/21/2014,6/25/2014,"Standard Class",DB-13060,TEC-PH-10004539,1322.93,7,0.00,357.19
1186,CA-2014-127131,11/24/2014,11/30/2014,"Standard Class",HR-14830,OFF-ST-10002344,485.88,6,0.00,9.72
1190,CA-2017-117212,2/26/2017,2/28/2017,"Second Class",BT-11530,TEC-PH-10004447,889.54,8,0.20,66.72
1191,CA-2017-117212,2/26/2017,2/28/2017,"Second Class",BT-11530,FUR-CH-10003973,892.22,3,0.20,89.22
1198,CA-2016-130946,4/8/2016,4/12/2016,"Standard Class",ZC-21910,TEC-AC-10001990,431.93,9,0.20,64.79
1200,CA-2016-130946,4/8/2016,4/12/2016,"Standard Class",ZC-21910,OFF-BI-10004995,1088.79,4,0.80,-1850.95
1201,CA-2016-114727,7/18/2016,7/24/2016,"Standard Class",LS-16945,FUR-CH-10002335,544.01,3,0.20,40.80
1203,CA-2016-114727,7/18/2016,7/24/2016,"Standard Class",LS-16945,FUR-CH-10002331,854.35,3,0.20,10.68
1204,CA-2016-114727,7/18/2016,7/24/2016,"Standard Class",LS-16945,OFF-ST-10002292,593.57,2,0.20,0.00
1205,CA-2016-114727,7/18/2016,7/24/2016,"Standard Class",LS-16945,OFF-ST-10000689,338.04,3,0.20,-33.80
1206,CA-2017-133235,8/1/2017,8/4/2017,"First Class",LH-16750,TEC-PH-10002660,271.96,5,0.20,17.00
1212,CA-2016-137050,7/14/2016,7/18/2016,"Second Class",SW-20755,FUR-BO-10004695,579.14,4,0.20,21.72
1219,US-2017-118087,9/9/2017,9/13/2017,"Standard Class",SP-20620,TEC-AC-10003174,258.70,3,0.20,64.67
1220,US-2017-118087,9/9/2017,9/13/2017,"Standard Class",SP-20620,TEC-PH-10002200,1931.96,7,0.40,-386.39
1221,CA-2014-110184,7/12/2014,7/16/2014,"Standard Class",BF-11170,OFF-ST-10000107,249.75,9,0.00,44.96
1222,CA-2014-110184,7/12/2014,7/16/2014,"Standard Class",BF-11170,TEC-PH-10000439,255.94,8,0.20,28.79
1234,CA-2016-153682,5/30/2016,6/1/2016,"First Class",BG-11695,TEC-CO-10001046,839.99,2,0.40,70.00
1243,US-2016-162859,2/15/2016,2/22/2016,"Standard Class",PG-18820,OFF-BI-10004519,398.35,3,0.20,124.49
1246,CA-2014-168494,12/12/2014,12/14/2014,"Second Class",NP-18700,FUR-TA-10004619,764.69,6,0.20,95.59
1247,CA-2014-168494,12/12/2014,12/14/2014,"Second Class",NP-18700,FUR-TA-10003473,3610.85,12,0.20,135.41
1248,CA-2014-168494,12/12/2014,12/14/2014,"Second Class",NP-18700,FUR-BO-10004467,254.97,3,0.15,12.00
1250,CA-2017-115602,12/18/2017,12/24/2017,"Standard Class",DJ-13630,FUR-CH-10001708,1141.94,9,0.10,139.57
1251,CA-2017-115602,12/18/2017,12/24/2017,"Standard Class",DJ-13630,OFF-AP-10000891,1704.56,13,0.00,511.37
1253,CA-2015-154956,7/4/2015,7/9/2015,"Standard Class",IM-15070,TEC-PH-10004165,1099.96,4,0.00,285.99
1259,US-2016-168620,12/24/2016,12/28/2016,"Second Class",RB-19795,OFF-ST-10003716,540.05,3,0.20,-47.25
1260,US-2016-168620,12/24/2016,12/28/2016,"Second Class",RB-19795,TEC-AC-10004469,255.68,8,0.20,76.70
1261,CA-2017-117079,10/23/2017,10/27/2017,"Standard Class",JR-15700,TEC-PH-10004586,863.88,3,0.20,107.99
1268,US-2014-167738,12/24/2014,12/29/2014,"Standard Class",JC-16105,FUR-CH-10001146,292.27,6,0.20,18.27
1275,CA-2016-119186,5/26/2016,5/26/2016,"Same Day",MS-17710,FUR-CH-10001973,388.43,5,0.30,-88.78
1281,CA-2016-160815,9/5/2016,9/6/2016,"First Class",TR-21325,TEC-PH-10003505,278.40,3,0.00,80.74
1284,CA-2017-122154,4/9/2017,4/11/2017,"First Class",SA-20830,OFF-PA-10000994,251.64,3,0.20,88.07
1296,CA-2015-138898,5/25/2015,5/29/2015,"Standard Class",JH-16180,OFF-AP-10004487,845.73,13,0.20,84.57
1301,CA-2016-137043,12/23/2016,12/25/2016,"Second Class",LC-17140,FUR-FU-10003664,572.76,6,0.00,166.10
1302,CA-2016-137043,12/23/2016,12/25/2016,"Second Class",LC-17140,FUR-FU-10003664,286.38,3,0.00,83.05
1305,US-2017-126179,7/3/2017,7/7/2017,"Standard Class",CS-12460,TEC-PH-10001557,287.97,3,0.00,77.75
1306,CA-2016-101966,7/14/2016,7/16/2016,"Second Class",BM-11785,TEC-PH-10003437,419.94,7,0.20,52.49
1317,CA-2016-145919,12/18/2016,12/23/2016,"Standard Class",HG-14965,OFF-SU-10003505,579.30,5,0.00,28.97
1319,CA-2014-160773,7/1/2014,7/5/2014,"Standard Class",LW-16825,TEC-PH-10004586,575.92,2,0.20,71.99
1322,CA-2017-167703,2/3/2017,2/8/2017,"Standard Class",MC-17575,OFF-ST-10001490,285.55,2,0.20,35.69
1336,CA-2016-122133,5/16/2016,5/23/2016,"Standard Class",JR-15670,OFF-ST-10002574,552.56,4,0.00,0.00
1339,CA-2017-100524,3/31/2017,4/2/2017,"Second Class",CM-12115,TEC-PH-10002549,677.58,3,0.00,176.17
1341,CA-2017-113481,1/2/2017,1/4/2017,"First Class",AS-10045,TEC-MA-10002178,695.70,2,0.50,-27.83
1351,CA-2014-153976,10/3/2014,10/8/2014,"Second Class",BP-11290,FUR-CH-10002880,258.28,3,0.30,-70.10
1355,CA-2017-162978,5/4/2017,5/9/2017,"Standard Class",LW-16990,FUR-TA-10003473,300.90,1,0.20,11.28
1357,US-2014-160444,7/5/2014,7/5/2014,"Same Day",DC-12850,OFF-ST-10000563,281.42,11,0.20,-35.18
1363,CA-2017-125199,10/19/2017,10/25/2017,"Standard Class",HM-14860,TEC-PH-10001336,309.58,4,0.40,-56.76
1366,US-2017-155425,11/10/2017,11/11/2017,"First Class",AB-10600,TEC-AC-10001314,239.95,6,0.20,-35.99
1368,US-2017-155425,11/10/2017,11/11/2017,"First Class",AB-10600,FUR-CH-10003312,899.14,4,0.20,-146.11
1370,US-2015-103471,12/24/2015,12/28/2015,"Standard Class",JR-15670,FUR-BO-10002613,590.06,7,0.70,-786.74
1375,CA-2015-120362,9/14/2015,9/19/2015,"Standard Class",CA-12265,FUR-TA-10003008,912.75,5,0.00,118.66
1376,CA-2014-126361,8/4/2014,8/9/2014,"Second Class",VD-21670,OFF-AP-10003590,1089.75,3,0.00,305.13
1377,CA-2014-126361,8/4/2014,8/9/2014,"Second Class",VD-21670,OFF-PA-10000806,447.84,8,0.00,219.44
1379,CA-2014-126361,8/4/2014,8/9/2014,"Second Class",VD-21670,TEC-PH-10002310,399.96,5,0.20,35.00
1384,US-2016-108504,2/5/2016,2/5/2016,"Same Day",PP-18955,OFF-PA-10001289,348.84,9,0.00,170.93
1387,US-2016-108504,2/5/2016,2/5/2016,"Same Day",PP-18955,FUR-BO-10004015,239.98,2,0.00,52.80
1390,US-2016-108504,2/5/2016,2/5/2016,"Same Day",PP-18955,TEC-PH-10003645,484.83,3,0.00,126.06
1393,US-2016-108504,2/5/2016,2/5/2016,"Same Day",PP-18955,OFF-PA-10003892,342.37,7,0.00,160.91
1395,US-2017-117247,10/9/2017,10/14/2017,"Standard Class",CK-12760,FUR-TA-10002958,652.45,5,0.50,-430.62
1402,CA-2016-159212,11/1/2016,11/5/2016,"Standard Class",KM-16375,OFF-EN-10002230,251.79,3,0.00,118.34
1404,US-2016-161396,4/19/2016,4/25/2016,"Standard Class",GM-14455,OFF-PA-10000418,419.40,5,0.20,146.79
1410,US-2016-122245,9/25/2016,9/30/2016,"Standard Class",AB-10105,FUR-TA-10002356,393.17,3,0.50,-204.45
1412,CA-2016-136329,7/9/2016,7/13/2016,"Standard Class",JD-15895,FUR-CH-10002335,408.01,2,0.10,72.53
1414,CA-2014-146640,6/30/2014,7/5/2014,"Standard Class",HA-14905,OFF-BI-10002867,334.77,7,0.20,108.80
1415,CA-2017-115994,1/28/2017,1/31/2017,"Second Class",BT-11305,TEC-AC-10000580,239.97,3,0.00,26.40
1417,CA-2015-126697,9/21/2015,9/24/2015,"First Class",SV-20815,TEC-PH-10002922,946.34,7,0.20,118.29
1425,CA-2015-124800,9/26/2015,9/30/2015,"Standard Class",RW-19540,TEC-PH-10001750,263.96,5,0.20,23.10
1426,CA-2015-124800,9/26/2015,9/30/2015,"Standard Class",RW-19540,OFF-ST-10002743,363.65,4,0.20,-86.37
1430,US-2015-164448,10/31/2015,11/4/2015,"Second Class",DK-12835,OFF-LA-10003510,427.42,14,0.00,196.61
1434,CA-2014-120768,12/19/2014,12/21/2014,"Second Class",IM-15070,FUR-CH-10000513,1819.86,14,0.00,163.79
1438,CA-2015-139731,10/15/2015,10/15/2015,"Same Day",JE-15745,TEC-AC-10004975,263.88,3,0.20,42.88
1439,CA-2015-139731,10/15/2015,10/15/2015,"Same Day",JE-15745,FUR-CH-10002024,2453.43,5,0.30,-350.49
1445,CA-2016-133725,5/23/2016,5/28/2016,"Standard Class",KL-16645,TEC-PH-10004165,1979.93,9,0.20,148.49
1447,CA-2017-102337,6/13/2017,6/16/2017,"First Class",SD-20485,FUR-CH-10004289,470.30,7,0.30,-87.34
1455,CA-2016-133711,11/26/2016,11/29/2016,"First Class",MC-17425,TEC-MA-10000010,3040.00,8,0.00,1459.20
1457,CA-2017-148474,6/12/2017,6/19/2017,"Standard Class",ME-17320,FUR-TA-10002530,452.94,3,0.00,67.94
1462,US-2016-128902,3/11/2016,3/15/2016,"Standard Class",MB-18085,FUR-TA-10001095,244.01,2,0.30,-31.37
1464,CA-2016-152289,8/26/2016,8/28/2016,"First Class",LC-16930,FUR-CH-10002126,1024.72,6,0.30,-29.28
1468,CA-2015-100769,5/16/2015,5/16/2015,"Same Day",TH-21550,TEC-AC-10002402,255.97,4,0.20,32.00
1469,CA-2017-139199,12/9/2017,12/13/2017,"Standard Class",DK-12835,FUR-CH-10000847,872.94,3,0.00,226.96
1487,CA-2015-140410,11/3/2015,11/7/2015,"Standard Class",CM-12655,TEC-PH-10003580,1212.85,7,0.20,106.12
1493,CA-2017-166436,11/24/2017,11/28/2017,"Standard Class",TS-21370,FUR-CH-10000785,977.29,6,0.10,173.74
1502,CA-2017-130386,11/12/2017,11/18/2017,"Standard Class",NG-18430,OFF-ST-10003716,540.05,3,0.20,-47.25
1506,CA-2015-153388,8/1/2015,8/7/2015,"Standard Class",PC-19000,FUR-TA-10003715,1004.98,6,0.20,-175.87
1508,CA-2016-134208,9/17/2016,9/23/2016,"Standard Class",CS-12505,TEC-MA-10004458,396.00,4,0.00,190.08
1511,CA-2017-100384,6/24/2017,7/1/2017,"Standard Class",NH-18610,OFF-AR-10002135,385.60,8,0.00,111.82
1517,CA-2017-148446,12/10/2017,12/14/2017,"Second Class",MC-17845,FUR-TA-10004256,1669.60,4,0.00,116.87
1525,CA-2015-144806,12/6/2015,12/11/2015,"Standard Class",GH-14425,OFF-ST-10004804,247.10,6,0.20,-58.69
1540,CA-2017-121888,9/15/2017,9/17/2017,"Second Class",CL-11890,FUR-BO-10002545,782.94,3,0.00,203.56
1541,CA-2017-121888,9/15/2017,9/17/2017,"Second Class",CL-11890,OFF-BI-10001765,242.48,7,0.00,116.39
1546,CA-2014-150245,12/31/2014,1/4/2015,"Second Class",PC-18745,FUR-BO-10002613,1573.49,7,0.20,196.69
1547,CA-2015-111395,11/23/2015,11/27/2015,"Standard Class",VB-21745,OFF-PA-10000994,335.52,4,0.20,117.43
1550,CA-2014-134278,7/6/2014,7/8/2014,"First Class",EP-13915,TEC-CO-10001046,559.99,1,0.20,175.00
1563,US-2017-102890,6/30/2017,6/30/2017,"Same Day",SG-20470,FUR-TA-10000577,1044.63,5,0.40,-295.98
1565,CA-2014-116239,3/4/2014,3/4/2014,"Same Day",CL-12565,OFF-ST-10001370,354.90,5,0.00,17.75
1566,CA-2015-132101,3/19/2015,3/25/2015,"Standard Class",JO-15550,TEC-PH-10004539,453.58,3,0.20,39.69
1571,US-2014-157385,11/23/2014,11/25/2014,"First Class",SC-20095,FUR-CH-10000863,603.92,5,0.20,-67.94
1574,US-2014-157385,11/23/2014,11/25/2014,"First Class",SC-20095,FUR-CH-10000595,381.44,2,0.20,23.84
1576,CA-2014-101602,12/15/2014,12/18/2014,"First Class",MC-18100,FUR-CH-10004675,763.28,5,0.30,-21.81
1580,CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,TEC-PH-10003012,307.98,2,0.00,89.31
1581,CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,FUR-TA-10002607,382.81,9,0.40,-153.12
1583,CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,OFF-BI-10000545,1217.57,2,0.20,456.59
1586,CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,TEC-PH-10000984,979.95,5,0.00,274.39
1589,CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,TEC-AC-10002600,247.80,4,0.00,34.69
1595,CA-2015-118423,3/24/2015,3/27/2015,"First Class",DP-13390,FUR-BO-10000362,359.06,3,0.30,-35.91
1597,CA-2017-132234,10/16/2017,10/18/2017,"First Class",MY-17380,FUR-FU-10001290,547.30,13,0.00,175.14
1611,CA-2014-156349,5/26/2014,5/30/2014,"Standard Class",ML-17395,FUR-BO-10000362,290.67,2,0.15,27.36
1614,CA-2017-138380,12/21/2017,12/25/2017,"Standard Class",YS-21880,OFF-ST-10003306,1000.02,7,0.00,290.01
1622,CA-2017-108560,7/8/2017,7/15/2017,"Standard Class",JC-15385,OFF-LA-10003930,786.48,8,0.00,385.38
1625,CA-2015-157084,12/19/2015,12/24/2015,"Standard Class",JG-15160,TEC-PH-10002922,675.96,5,0.20,84.50
1626,CA-2015-157084,12/19/2015,12/24/2015,"Standard Class",JG-15160,TEC-AC-10002049,1265.85,3,0.00,556.97
1627,CA-2015-164539,11/16/2015,11/22/2015,"Standard Class",PO-19180,OFF-AP-10002457,523.25,5,0.00,141.28
1628,CA-2015-143119,9/24/2015,9/30/2015,"Standard Class",MC-17275,FUR-CH-10001270,517.50,6,0.00,155.25
1631,CA-2016-106530,5/8/2016,5/8/2016,"Same Day",CL-12565,OFF-ST-10002011,1006.06,3,0.20,88.03
1637,CA-2014-168984,11/26/2014,12/2/2014,"Standard Class",NW-18400,OFF-ST-10001097,669.08,5,0.20,-167.27
1638,CA-2014-168984,11/26/2014,12/2/2014,"Standard Class",NW-18400,TEC-PH-10000038,438.34,4,0.20,-87.67
1644,CA-2015-111829,3/19/2015,3/20/2015,"First Class",FH-14365,OFF-ST-10000142,1247.64,3,0.00,349.34
1645,CA-2015-111829,3/19/2015,3/20/2015,"First Class",FH-14365,TEC-CO-10001766,3149.93,7,0.00,1480.47
1662,CA-2017-144526,4/30/2017,5/6/2017,"Standard Class",QJ-19255,TEC-PH-10002549,677.58,5,0.40,-158.10
1665,CA-2016-128531,11/24/2016,11/26/2016,"Second Class",NS-18505,TEC-AC-10002049,297.58,3,0.20,-7.44
1670,US-2015-157154,1/10/2015,1/15/2015,"Standard Class",MM-17920,FUR-TA-10001889,1018.10,4,0.40,-373.30
1682,CA-2014-122882,9/7/2014,9/13/2014,"Standard Class",SB-20290,TEC-MA-10004679,399.54,4,0.70,-559.36
1689,CA-2017-143798,12/10/2017,12/12/2017,"First Class",AW-10840,FUR-FU-10004306,310.88,2,0.20,23.32
1690,CA-2014-142839,8/16/2014,8/20/2014,"Standard Class",TS-21610,FUR-TA-10001539,853.09,6,0.40,-227.49
1700,CA-2014-135657,6/3/2014,6/7/2014,"Second Class",SC-20725,FUR-TA-10004086,515.88,6,0.00,113.49
1702,CA-2015-114069,7/13/2015,7/15/2015,"Second Class",ND-18370,FUR-CH-10000595,1931.04,9,0.10,321.84
1712,CA-2017-123491,10/30/2017,11/5/2017,"Standard Class",JK-15205,OFF-AP-10002684,1702.12,14,0.00,510.64
1714,US-2017-124968,9/8/2017,9/13/2017,"Second Class",MM-18055,FUR-TA-10004289,765.63,7,0.50,-566.56
1715,CA-2017-104003,10/7/2017,10/13/2017,"Standard Class",DC-13285,FUR-BO-10003965,307.67,2,0.15,-14.48
1717,CA-2016-169943,5/19/2016,5/24/2016,"Standard Class",BN-11515,OFF-AP-10001563,242.90,5,0.00,70.44
1718,CA-2016-169943,5/19/2016,5/24/2016,"Standard Class",BN-11515,OFF-ST-10004123,454.90,5,0.00,0.00
1723,US-2015-123218,12/20/2015,12/25/2015,"Standard Class",KD-16345,TEC-AC-10000736,255.97,4,0.20,51.19
1724,US-2015-123218,12/20/2015,12/25/2015,"Standard Class",KD-16345,FUR-BO-10003966,359.06,3,0.30,-71.81
1725,CA-2015-127453,12/19/2015,12/20/2015,"First Class",JK-15370,OFF-AP-10000828,434.35,3,0.20,43.44
1728,US-2017-164056,4/29/2017,5/4/2017,"Second Class",FM-14215,FUR-TA-10001307,1048.35,5,0.40,-69.89
1733,US-2016-131149,7/10/2016,7/14/2016,"Standard Class",LH-17155,OFF-ST-10000689,338.04,3,0.20,-33.80
1745,CA-2017-152807,10/30/2017,11/3/2017,"Standard Class",MC-18100,TEC-AC-10001142,442.40,7,0.20,-55.30
1753,CA-2017-116715,12/2/2017,12/5/2017,"First Class",VW-21775,OFF-ST-10004340,559.62,9,0.00,151.10
1756,CA-2015-135622,12/8/2015,12/11/2015,"Second Class",TT-21460,OFF-PA-10000100,360.71,11,0.20,130.76
1757,CA-2015-135622,12/8/2015,12/11/2015,"Second Class",TT-21460,TEC-PH-10001817,1718.40,6,0.20,150.36
1761,CA-2015-130785,9/5/2015,9/9/2015,"Standard Class",AG-10900,FUR-BO-10000330,411.33,4,0.15,-4.84
1763,CA-2015-130785,9/5/2015,9/9/2015,"Standard Class",AG-10900,FUR-BO-10003159,293.20,3,0.15,-20.70
1775,CA-2014-118976,4/28/2014,5/3/2014,"Standard Class",MY-18295,OFF-ST-10000877,497.61,9,0.00,129.38
1778,CA-2015-105347,11/24/2015,11/28/2015,"Standard Class",DP-13000,OFF-PA-10000675,368.91,9,0.00,180.77
1789,CA-2015-154326,2/15/2015,2/19/2015,"Standard Class",RP-19855,TEC-PH-10000560,699.98,2,0.00,195.99
1792,CA-2014-120474,12/1/2014,12/3/2014,"First Class",RP-19390,FUR-CH-10001854,2807.84,8,0.00,673.88
1797,US-2017-139465,8/27/2017,8/30/2017,"First Class",MR-17545,TEC-PH-10000455,347.97,3,0.00,100.91
1804,CA-2017-158379,9/22/2017,9/26/2017,"Second Class",JA-15970,OFF-SU-10002881,4663.74,7,0.20,-1049.34
1806,US-2016-116729,12/25/2016,12/28/2016,"First Class",GK-14620,TEC-PH-10002200,2575.94,7,0.20,257.59
1808,US-2016-116729,12/25/2016,12/28/2016,"First Class",GK-14620,TEC-AC-10001465,254.24,7,0.00,76.27
1812,CA-2014-132612,6/9/2014,6/11/2014,"Second Class",FO-14305,FUR-TA-10004534,1441.30,7,0.00,245.02
1828,CA-2016-109344,2/8/2016,2/11/2016,"Second Class",CH-12070,TEC-PH-10002624,1127.98,3,0.20,126.90
1830,CA-2014-103373,5/18/2014,5/24/2014,"Standard Class",BS-11755,TEC-PH-10002885,779.80,2,0.40,-168.96
1831,CA-2017-145884,10/21/2017,10/21/2017,"Same Day",SL-20155,TEC-PH-10000895,1439.92,8,0.00,374.38
1832,CA-2017-145884,10/21/2017,10/21/2017,"Same Day",SL-20155,FUR-TA-10002356,262.11,1,0.00,62.91
1834,CA-2017-162691,8/1/2017,8/7/2017,"Standard Class",AS-10045,TEC-MA-10000488,1439.98,3,0.40,-264.00
1837,CA-2017-122693,2/19/2017,2/21/2017,"Second Class",NH-18610,OFF-AP-10002518,1245.86,7,0.00,361.30
1848,CA-2017-128370,9/10/2017,9/10/2017,"Same Day",FH-14275,FUR-CH-10002602,362.35,3,0.20,27.18
1851,CA-2015-160472,7/20/2015,7/25/2015,"Second Class",RK-19300,TEC-AC-10002253,831.20,5,0.00,124.68
1861,US-2017-121251,3/26/2017,3/27/2017,"First Class",GM-14440,FUR-BO-10001918,257.57,2,0.20,-28.98
1864,US-2016-100839,10/13/2016,10/17/2016,"Standard Class",NC-18625,FUR-TA-10004575,727.45,5,0.50,-465.57
1866,US-2017-116659,11/12/2017,11/12/2017,"Same Day",NG-18355,TEC-PH-10002824,370.78,3,0.40,-92.70
1872,CA-2014-116932,7/21/2014,7/25/2014,"Standard Class",ME-18010,FUR-CH-10001215,801.57,2,0.20,50.10
1873,CA-2014-116932,7/21/2014,7/25/2014,"Standard Class",ME-18010,FUR-TA-10004175,272.85,1,0.20,27.28
